STRASSE,HAUSNUMMER,PLZ,ORT,LAT,LON,SOURCE,OSM_ID
Glantscha,10,9555,,46.7137394,14.2148554,node,6493186523
Glanegg,81,9555,,46.7195241,14.2136152,node,6493186524
Glanegg,69,9555,,46.7125576,14.215294,node,6493186525
Glanegg,58,9555,,46.7204562,14.214075,node,6493186526
Glanegg,18,9555,,46.7242807,14.2174073,node,6493186527
Friedlach,61,9555,,46.7250405,14.1979548,node,6493186528
Friedlach,5,9555,,46.7225775,14.1941222,node,6493186529
Besendorf,11,9555,,46.7336393,14.2239706,node,6493186530
,130,9564,Reichenau,46.8613951,13.8362513,node,6506586265
Kressengasse,1,9560,Feldkirchen in Kärnten,46.7270844,14.104987,node,6545155028
Kirchgasse,2,9560,Feldkirchen in Kärnten,46.724612,14.0923068,node,7273393207
10.-Oktober-Straße,4,9560,Feldkirchen in Kärnten,46.7244837,14.0934611,node,7273393221
10.-Oktober-Straße,6,9560,Feldkirchen in Kärnten,46.7244421,14.0936084,node,7273393222
10.-Oktober-Straße,11,9560,Feldkirchen in Kärnten,46.7244686,14.0943498,node,7273393227
Kirchgasse,4,9560,Feldkirchen in Kärnten,46.7248698,14.0920294,node,7273393239
,1a,9560,Haiden,46.74073,14.0970844,node,8762329603
Amselweg,2,9560,Haiden,46.7432041,14.1008502,node,8762329615
Friedlach,74,9560,Glanegg,46.7280639,14.1991478,node,9393973085
Brauhausgasse,1,9560,Feldkirchen in Kärnten,46.724061,14.0940678,node,9662242352
Oberdorfer Straße,28,9554,St. Urban,46.7521447,14.1778838,node,9682591882
Oberdorfer Straße,16,9554,St. Urban,46.7525696,14.1775728,node,9682591883
Alte Villacher Straße,6,9560,Feldkirchen in Kärnten,46.7201347,14.0838413,node,10042377329
Schoberweg,16,9554,St. Urban,46.7341658,14.1483218,node,10075094020
Schoberweg,17,9554,St. Urban,46.7341392,14.1484215,node,10075094021
,129,9564,Reichenau,46.8613293,13.8362566,node,10726855639
,131,9564,Reichenau,46.8614575,13.8362416,node,10726855640
Helmut-Wobisch-Weg,97,9551,Steindorf am Ossiacher See,46.6824854,13.974554,node,11149245844
Helmut-Wobisch-Weg,95,9551,Steindorf am Ossiacher See,46.6824324,13.9755684,node,11149245864
Alban-Berg-Weg,17,9523,Villach,46.6566091,13.9430478,node,11569822238
Alban-Berg-Weg,13,9523,Villach,46.6564909,13.943148,node,11569822239
Alban-Berg-Weg,15,9523,Villach,46.6565679,13.9430997,node,11569822240
Alban-Berg-Weg,11,9523,Villach,46.6564359,13.9432024,node,11569822241
Oberortweg,1,9523,Villach,46.6554106,13.9410375,node,11569822242
Oberortweg,5,9523,Villach,46.6558589,13.9415914,node,11569822248
Gusti-Maresch-Weg,11,9560,Feldkirchen in Kärnten,46.7324432,14.0797573,node,11906573526
Dammweg,30,,,46.6952088,14.0100911,node,12929741996
,181,9564,Reichenau,46.864717819999996,13.82886044,way,124065159
Heizwerkweg,1,9571,Albeck,46.82116941666666,14.057653100000001,way,235882042
Unterer Galischweg,8,9571,Albeck,46.84606226,13.98495786,way,244586091
Lastenstraße,15,9560,Feldkirchen,46.7173977,14.102340062500001,way,245012169
Turracher Straße,8,,,46.729163400000004,14.084741557142857,way,443837303
,1,9560,Albern,46.68794942,14.161727780000001,way,459227228
Golkstraße,1,9560,Ingelsdorf,46.706313439999995,14.165962239999999,way,549820019
Bartlweg,8,9554,St. Urban,46.75793812,14.157871499999999,way,1051569306
Wiedweg,4,9564,Patergassen,46.81921666153847,13.856765184615385,way,1184185997
,1a,9560,Tschwarzen,46.733525642857145,14.1143752,way,1225834855
